"user_id","rec","freq","mon","used_offer","ride_fare","app_type","main_city","age","num_cities_used","rfm_seq","rfm_ind"
72,46,16,312.87,0,0,"iPhone","Chicago",35,4,554,555
73,9,47,1302.92,0,0,"Android","Indianapolis",52,2,122,121
74,20,27,294.29,0,0,"iPhone","Chicago",37,6,354,355
75,26,31,923.64,0,0,"iPhone","Indianapolis",44,2,441,442
76,12,55,478.3,0,0,"Android","Chicago",37,6,225,224
77,45,51,524.32,0,0,"Android","Chicago",27,3,525,524
78,69,37,1056.94,0,0,"iPhone","Milwaukee",39,3,531,542
79,19,43,1065.9,0,0,"iPhone","Minneapolis",51,7,331,332
80,17,35,636.12,0,0,"iPhone","Minneapolis",45,2,243,244
81,26,45,959.75,0,0,"Android","Chicago",51,5,423,432
82,36,67,1312.48,0,0,"Android","Minneapolis",36,5,413,411
83,56,54,793,0,0,"iPhone","Milwaukee",31,5,524,523
84,6,32,588.2,0,0,"Android","Chicago",41,5,143,144
85,23,37,934.9,0,0,"iPhone","Milwaukee",40,5,341,342
86,14,41,702.38,0,0,"iPhone","Minneapolis",37,3,233,233
87,46,114,1589.11,1,8.32,"iPhone","Indianapolis",31,3,512,511
88,9,34,890.74,0,0,"iPhone","Indianapolis",26,9,141,142
89,32,42,856.58,0,0,"iPhone","Indianapolis",35,4,432,432
90,41,111,2292.36,1,13.35,"Android","Milwaukee",45,8,511,511
91,9,46,1378.67,0,0,"iPhone","Minneapolis",39,5,131,121
92,9,37,467.85,0,0,"Android","Minneapolis",34,1,144,144
93,26,53,512.89,0,0,"Android","Milwaukee",39,8,425,424
94,38,39,719.19,0,0,"Android","Chicago",38,5,433,433
95,13,71,1620.47,0,0,"iPhone","Indianapolis",31,4,212,211
96,30,35,741.7,0,0,"iPhone","Milwaukee",36,4,442,443
97,5,68,1601.91,0,0,"Android","Indianapolis",35,6,112,111
98,11,71,1133.96,0,0,"iPhone","Minneapolis",22,2,114,112
99,11,26,662.95,0,0,"iPhone","Chicago",36,2,151,153
100,63,39,445.39,0,0,"Android","Indianapolis",31,7,535,535
101,18,26,316.23,0,0,"iPhone","Chicago",32,5,354,355
102,12,35,950.42,0,0,"Android","Indianapolis",41,3,241,242
103,44,52,1449.22,0,0,"iPhone","Milwaukee",35,2,521,521
104,34,43,1048.27,0,0,"iPhone","Milwaukee",48,5,431,432
105,34,30,725.39,0,0,"Android","Indianapolis",43,4,442,443
106,45,59,1523.9,0,0,"iPhone","Indianapolis",34,7,512,511
107,63,45,1347.69,0,0,"iPhone","Milwaukee",46,3,521,531
108,45,23,341.91,0,0,"iPhone","Indianapolis",29,4,554,555
109,38,44,401.76,0,0,"Android","Chicago",30,9,435,435
110,19,66,1439.79,1,11.22,"iPhone","Chicago",39,8,313,311
111,35,38,745.32,0,0,"Android","Chicago",45,3,433,433
112,21,58,791.05,0,0,"Android","Indianapolis",26,9,315,313
113,37,22,612.34,0,0,"Android","Milwaukee",25,5,451,454
114,27,45,494.3,0,0,"Android","Chicago",40,2,425,434
115,13,44,753.13,0,0,"Android","Chicago",34,8,233,233
116,28,56,996.59,0,0,"Android","Indianapolis",35,3,423,422
117,18,41,482.85,0,0,"Android","Chicago",54,9,335,334
118,18,26,343.3,0,0,"Android","Chicago",35,7,354,355
119,22,26,209.34,0,0,"Android","Minneapolis",39,4,355,355
120,20,23,469.44,0,0,"iPhone","Minneapolis",26,6,353,354
121,11,31,369.89,0,0,"Android","Minneapolis",34,1,145,145
122,36,31,373.07,0,0,"Android","Indianapolis",43,4,445,445
123,25,34,936.65,1,19.88,"Android","Minneapolis",36,2,341,342
124,83,71,1667.3,1,24.85,"iPhone","Milwaukee",26,3,512,511
125,15,100,2122.55,1,27.63,"Android","Milwaukee",33,4,211,211
126,40,39,699.04,0,0,"iPhone","Minneapolis",29,3,433,433
127,37,62,928.82,1,15.92,"iPhone","Minneapolis",22,2,414,412
128,13,34,670.35,0,0,"iPhone","Indianapolis",20,3,243,243
129,24,25,425.64,0,0,"Android","Chicago",39,4,353,355
130,31,48,686.81,0,0,"iPhone","Chicago",42,1,424,423
131,8,58,1388.81,1,15.42,"iPhone","Chicago",23,7,121,111
132,9,34,894.51,0,0,"iPhone","Milwaukee",35,3,141,142
133,18,38,946.79,0,0,"Android","Indianapolis",32,3,332,332
134,31,39,569.3,0,0,"Android","Indianapolis",24,2,434,434
135,78,24,505.88,0,0,"Android","Minneapolis",37,1,552,554
136,8,49,1143.26,0,0,"Android","Chicago",29,3,122,122
137,73,33,803.11,0,0,"iPhone","Milwaukee",29,6,542,543
138,17,56,1210.81,0,0,"iPhone","Minneapolis",38,3,222,221
139,5,60,1001.3,1,24.24,"Android","Chicago",57,5,114,112
140,22,19,459.39,0,0,"Android","Indianapolis",54,2,353,354
141,12,45,1335.83,0,0,"Android","Milwaukee",31,3,231,231
142,18,33,860.12,0,0,"iPhone","Indianapolis",27,5,341,342
143,28,19,244.63,0,0,"iPhone","Milwaukee",46,3,455,455
144,73,32,604.35,0,0,"Android","Minneapolis",66,1,543,544
145,25,18,237.69,0,0,"Android","Chicago",23,3,355,355
146,26,34,890.51,0,0,"iPhone","Milwaukee",30,3,441,442
147,76,34,884.47,0,0,"Android","Indianapolis",35,1,541,542
148,44,89,1959.4,1,24.47,"Android","Chicago",55,7,511,511
149,8,83,1079.16,1,26.75,"Android","Minneapolis",43,3,114,112
150,33,25,498.38,0,0,"Android","Minneapolis",54,3,452,454
151,9,41,960.36,0,0,"iPhone","Indianapolis",31,3,132,132
152,8,38,406.11,0,0,"iPhone","Chicago",28,5,145,135
153,15,41,807.09,0,0,"Android","Minneapolis",32,3,233,233
154,24,25,715.37,0,0,"iPhone","Milwaukee",19,5,351,353
155,16,33,802.76,0,0,"Android","Milwaukee",26,1,242,243
156,27,40,816.35,0,0,"Android","Indianapolis",34,7,433,433
157,7,33,737.45,0,0,"Android","Chicago",37,4,142,143
158,21,34,436.98,0,0,"Android","Minneapolis",37,5,344,345
159,14,58,1515.52,0,0,"Android","Milwaukee",41,7,212,211
160,45,49,1126.12,0,0,"iPhone","Indianapolis",33,2,522,522
161,8,45,523.83,0,0,"iPhone","Chicago",30,3,134,134
162,73,42,635.79,0,0,"Android","Minneapolis",28,3,534,534
163,35,26,630.62,0,0,"iPhone","Minneapolis",37,4,451,454
164,4,105,2840.98,1,18.75,"Android","Minneapolis",40,5,111,111
165,13,25,393.12,0,0,"iPhone","Minneapolis",33,3,253,255
166,21,48,1289.13,1,14.48,"iPhone","Minneapolis",41,2,321,321
167,8,36,479.54,0,0,"iPhone","Indianapolis",23,4,144,144
168,53,49,412.08,0,0,"Android","Chicago",21,3,525,525
169,12,41,498.12,1,11.86,"iPhone","Milwaukee",37,2,235,234
170,11,36,819.98,0,0,"Android","Chicago",52,3,142,143
171,10,25,233.32,0,0,"iPhone","Chicago",37,1,155,155
172,26,48,521.31,0,0,"Android","Minneapolis",27,4,425,424
173,20,39,619.8,0,0,"iPhone","Chicago",40,3,334,334
174,7,76,2087.04,1,17.7,"iPhone","Chicago",29,3,111,111
175,18,25,271.23,0,0,"Android","Indianapolis",33,5,355,355
176,93,46,920.43,0,0,"Android","Minneapolis",49,6,523,522
177,29,49,1363.76,0,0,"iPhone","Minneapolis",26,2,421,421
178,12,36,344.04,0,0,"iPhone","Minneapolis",45,6,245,245
179,15,44,526.06,0,0,"iPhone","Milwaukee",34,5,234,234
180,80,62,1818.13,0,0,"iPhone","Milwaukee",26,6,511,511
181,47,33,857.63,0,0,"iPhone","Milwaukee",44,7,541,542
182,8,50,935.53,0,0,"Android","Milwaukee",36,6,123,122
183,11,24,662.27,0,0,"Android","Chicago",22,3,151,153
184,34,32,262.98,0,0,"Android","Milwaukee",36,5,445,445
185,16,31,795.62,0,0,"iPhone","Chicago",37,7,242,243
186,31,45,720.74,0,0,"iPhone","Chicago",36,3,424,433
187,9,49,872.46,0,0,"iPhone","Chicago",21,5,123,122
188,14,35,755.88,0,0,"Android","Indianapolis",48,3,242,243
189,8,39,857.09,0,0,"Android","Minneapolis",39,4,133,132
190,26,35,738.37,0,0,"Android","Minneapolis",35,5,442,443
191,15,39,948.56,0,0,"iPhone","Milwaukee",27,4,232,232
192,13,26,235.03,0,0,"iPhone","Chicago",31,2,255,255
193,43,62,600.45,0,0,"iPhone","Chicago",41,3,515,514
194,9,16,235.46,0,0,"iPhone","Chicago",25,3,155,155
195,71,36,670.15,0,0,"Android","Milwaukee",38,2,543,543
196,5,64,1798.72,0,0,"iPhone","Milwaukee",31,5,112,111
197,14,47,1234,0,0,"iPhone","Indianapolis",26,2,222,221
198,13,16,261.08,0,0,"iPhone","Indianapolis",27,7,255,255
199,24,31,487.13,0,0,"Android","Milwaukee",37,5,344,344
200,50,32,569.56,0,0,"Android","Indianapolis",29,5,543,544
201,4,56,535.72,0,0,"iPhone","Chicago",21,4,125,124
202,5,42,1002.51,0,0,"Android","Chicago",52,3,132,132
203,17,32,301.92,0,0,"iPhone","Chicago",43,5,245,245
204,19,53,1581.95,0,0,"Android","Chicago",31,6,321,321
205,21,33,314.35,0,0,"iPhone","Indianapolis",60,1,345,345
206,47,47,1226.3,0,0,"iPhone","Minneapolis",40,1,522,521
207,27,30,539.13,0,0,"iPhone","Milwaukee",43,4,443,444
208,83,58,952.25,0,0,"iPhone","Milwaukee",38,4,514,512
209,9,68,717.3,0,0,"Android","Minneapolis",43,4,115,113
210,25,43,671.55,0,0,"Android","Minneapolis",39,6,334,333
211,25,48,1246.83,0,0,"iPhone","Chicago",40,3,322,321
212,20,46,644.33,0,0,"iPhone","Milwaukee",26,5,324,323
213,7,47,443.93,0,0,"iPhone","Milwaukee",28,7,125,125
214,37,41,411.55,0,0,"Android","Chicago",20,2,435,435
215,71,43,1001.58,0,0,"Android","Chicago",43,4,532,532
216,7,61,1781.27,1,19.57,"iPhone","Chicago",31,2,112,111
217,32,39,790.59,0,0,"Android","Indianapolis",60,2,433,433
218,44,39,572.96,0,0,"iPhone","Minneapolis",21,6,534,534
219,39,27,625.59,0,0,"Android","Chicago",61,4,451,454
220,29,23,194.15,0,0,"iPhone","Indianapolis",41,5,455,455
221,52,47,598.6,0,0,"iPhone","Chicago",52,1,525,524
222,16,50,1431.43,0,0,"Android","Indianapolis",29,4,221,221
223,26,87,1619.34,1,36.51,"iPhone","Minneapolis",38,4,412,411
224,12,46,841.1,0,0,"Android","Milwaukee",29,4,224,223
225,9,22,542.07,0,0,"iPhone","Chicago",39,1,152,154
226,42,60,1365.29,0,0,"iPhone","Chicago",26,1,513,511
227,27,31,578.56,0,0,"iPhone","Milwaukee",19,3,443,444
228,23,28,809.05,0,0,"iPhone","Chicago",30,5,351,353
229,9,45,662.65,0,0,"iPhone","Chicago",56,5,134,133
230,23,24,646.35,0,0,"iPhone","Indianapolis",31,2,351,353
231,2,38,839.37,0,0,"Android","Chicago",37,1,142,133
232,50,60,1608.17,0,0,"Android","Indianapolis",32,6,512,511
233,43,67,1403.79,1,18.71,"iPhone","Chicago",37,3,513,511
234,38,36,302.12,0,0,"Android","Chicago",35,9,445,445
235,37,39,842.91,0,0,"iPhone","Milwaukee",41,3,433,433
236,69,35,283.6,0,0,"iPhone","Chicago",37,6,545,545
237,17,33,506.55,0,0,"iPhone","Indianapolis",38,7,244,244
238,17,48,705.61,0,0,"Android","Chicago",35,4,224,223
239,25,54,702.26,0,0,"Android","Indianapolis",31,2,324,323
240,39,36,910.81,0,0,"iPhone","Milwaukee",32,3,441,442
241,22,27,227.31,0,0,"iPhone","Indianapolis",44,4,355,355
242,50,48,705.87,0,0,"iPhone","Minneapolis",30,3,524,523
243,26,107,2630.17,1,34.58,"iPhone","Chicago",30,3,411,411
244,24,23,526.2,0,0,"iPhone","Milwaukee",33,7,352,354
245,9,24,284.78,0,0,"Android","Indianapolis",38,4,155,155
246,7,70,1029.36,0,0,"Android","Milwaukee",24,1,114,112
247,18,36,510.92,0,0,"iPhone","Milwaukee",35,6,344,344
248,24,20,366.82,0,0,"Android","Chicago",33,1,354,355
249,22,29,840.02,0,0,"iPhone","Chicago",49,6,351,353
250,35,70,2064.72,1,15.6,"Android","Milwaukee",35,3,411,411
251,27,37,338.29,0,0,"iPhone","Chicago",46,1,435,445
252,22,30,732.97,0,0,"iPhone","Chicago",40,2,342,343
253,14,27,220.08,0,0,"Android","Chicago",28,5,255,255
254,17,39,384.21,0,0,"Android","Chicago",20,5,235,235
255,10,70,1090.11,1,10.1,"iPhone","Milwaukee",48,6,114,112
256,21,39,1153.03,0,0,"iPhone","Milwaukee",27,5,331,332
257,12,57,1240.24,0,0,"Android","Chicago",29,3,222,221
258,16,52,1074.71,0,0,"iPhone","Chicago",31,5,222,222
259,58,64,1263.05,1,32.95,"Android","Chicago",52,2,513,511
260,18,16,205.04,0,0,"Android","Minneapolis",34,4,355,355
261,14,24,587.81,0,0,"Android","Minneapolis",40,4,252,254
262,18,29,491.44,0,0,"iPhone","Chicago",41,6,353,354
263,54,68,608.39,0,0,"iPhone","Chicago",52,3,515,514
264,7,47,1046.89,0,0,"iPhone","Chicago",45,4,123,122
265,17,140,3666.26,1,21.91,"iPhone","Minneapolis",29,3,211,211
266,8,62,1658.78,1,11.61,"Android","Indianapolis",24,4,112,111
267,31,46,1020.67,0,0,"iPhone","Minneapolis",43,2,423,422
268,41,21,194.39,0,0,"Android","Milwaukee",38,5,555,555
269,28,38,444.29,0,0,"iPhone","Minneapolis",39,3,435,435
270,19,41,1172.69,0,0,"iPhone","Minneapolis",50,3,331,331
271,14,55,1314.73,0,0,"Android","Minneapolis",29,5,221,221
272,13,57,1006.64,0,0,"iPhone","Chicago",45,5,223,222
273,13,48,663.29,0,0,"Android","Indianapolis",43,3,224,223
274,42,26,484.37,0,0,"Android","Indianapolis",37,4,552,554
275,12,51,1060.1,0,0,"iPhone","Indianapolis",27,3,223,222
276,21,32,669.2,0,0,"Android","Chicago",35,3,343,343
277,35,59,1258.66,0,0,"Android","Chicago",19,2,413,411
278,29,50,970.98,0,0,"Android","Chicago",36,5,423,422
279,11,37,990.56,0,0,"Android","Chicago",23,3,141,142
280,16,36,438.66,0,0,"iPhone","Chicago",48,3,244,245
281,65,28,764.17,0,0,"iPhone","Minneapolis",42,5,551,553
282,10,42,662.37,0,0,"iPhone","Chicago",31,5,134,133
283,11,37,766.31,0,0,"Android","Indianapolis",35,2,142,143
284,46,52,798.38,0,0,"iPhone","Chicago",26,2,524,523
285,17,39,508.87,0,0,"iPhone","Chicago",37,2,235,234
286,24,47,1262.22,0,0,"Android","Minneapolis",42,2,322,321
287,32,58,682.55,0,0,"iPhone","Chicago",37,3,415,413
288,11,77,1432.74,1,21.71,"iPhone","Chicago",25,5,113,111
289,20,36,461.91,0,0,"iPhone","Minneapolis",23,2,344,344
290,28,52,809.89,0,0,"iPhone","Chicago",49,4,423,423
291,9,53,560.43,0,0,"Android","Chicago",22,2,125,124
292,13,58,1513.93,1,24.29,"iPhone","Chicago",38,8,212,211
293,15,67,1875.47,1,18.42,"Android","Milwaukee",27,6,211,211
294,50,45,638.46,0,0,"iPhone","Indianapolis",34,10,524,534
295,6,65,528.35,0,0,"iPhone","Chicago",30,8,115,114
296,25,47,662.13,0,0,"iPhone","Milwaukee",31,2,324,323
297,10,81,1252.87,0,0,"iPhone","Indianapolis",22,3,113,111
298,59,32,649.17,0,0,"Android","Milwaukee",49,1,543,543
299,33,52,1497.34,0,0,"iPhone","Chicago",43,1,421,421
300,14,68,1984.94,0,0,"iPhone","Chicago",39,10,211,211
301,26,31,515.16,0,0,"Android","Chicago",25,3,444,444
302,30,32,364,0,0,"iPhone","Milwaukee",38,4,445,445
303,22,25,292.47,0,0,"Android","Milwaukee",55,4,354,355
304,33,28,257.79,0,0,"iPhone","Chicago",25,3,455,455
305,29,38,464.03,0,0,"iPhone","Minneapolis",40,5,435,434
306,22,50,728.01,0,0,"iPhone","Milwaukee",28,3,324,323
307,94,27,468.64,0,0,"iPhone","Minneapolis",30,3,552,554
308,20,46,684.38,0,0,"iPhone","Indianapolis",28,1,324,323
309,14,67,566.95,0,0,"iPhone","Chicago",37,5,215,214
310,13,105,1649.96,1,7,"Android","Chicago",38,1,212,211
311,9,55,461.54,0,0,"iPhone","Indianapolis",39,4,125,124
312,20,62,1032.12,0,0,"Android","Indianapolis",26,3,314,312
313,91,32,768.27,0,0,"iPhone","Indianapolis",34,1,542,543
314,67,52,1516.01,0,0,"Android","Milwaukee",46,6,521,521
315,12,26,336.39,0,0,"iPhone","Chicago",29,5,254,255
316,5,30,723.41,0,0,"Android","Chicago",32,6,151,143
317,27,43,461.71,0,0,"iPhone","Chicago",46,1,435,434
318,160,55,1134.35,0,0,"iPhone","Milwaukee",28,6,522,522
319,7,60,911.61,0,0,"iPhone","Chicago",32,2,114,112
320,5,33,809.68,0,0,"Android","Chicago",31,2,142,143
321,26,53,1031.89,0,0,"Android","Chicago",22,6,423,422
322,5,41,405.45,0,0,"Android","Milwaukee",52,4,135,135
323,114,44,1261.78,0,0,"iPhone","Chicago",23,11,531,531
324,6,32,766.94,0,0,"iPhone","Milwaukee",48,5,142,143
325,12,23,221.76,0,0,"iPhone","Indianapolis",33,1,255,255
326,10,41,1074.98,0,0,"Android","Minneapolis",30,7,131,132
327,31,48,1296.38,0,0,"iPhone","Indianapolis",34,2,421,421
328,19,56,943.08,0,0,"Android","Indianapolis",34,7,323,322
329,9,57,1164.89,0,0,"iPhone","Milwaukee",25,5,122,121
330,24,44,720.18,0,0,"Android","Indianapolis",26,6,333,333
331,10,50,1481.04,0,0,"Android","Chicago",40,3,121,121
332,39,28,593.37,0,0,"iPhone","Minneapolis",24,3,452,454
333,46,40,623.67,0,0,"iPhone","Chicago",34,4,534,534
334,10,68,1140.83,1,23.73,"iPhone","Milwaukee",34,4,114,112
335,8,31,310.57,0,0,"iPhone","Chicago",30,4,145,145
336,57,21,330.93,0,0,"iPhone","Chicago",33,3,554,555
337,58,31,257.56,0,0,"iPhone","Milwaukee",27,3,545,545
338,26,40,854.57,0,0,"Android","Chicago",27,2,432,432
339,11,47,497.26,0,0,"Android","Minneapolis",31,3,125,124
340,19,37,314.2,0,0,"iPhone","Chicago",24,2,345,345
341,9,37,747.15,0,0,"iPhone","Milwaukee",26,1,142,143
342,25,78,1067.81,1,24.04,"iPhone","Milwaukee",34,6,314,312
343,8,66,531.56,0,0,"Android","Minneapolis",42,7,115,114
344,13,33,409.98,0,0,"iPhone","Milwaukee",42,4,244,245
345,19,38,1121.79,0,0,"Android","Chicago",36,5,331,332
346,62,26,601.15,0,0,"iPhone","Chicago",49,4,551,554
347,6,22,581.94,0,0,"iPhone","Indianapolis",45,3,152,154
348,17,26,755.83,0,0,"Android","Milwaukee",32,5,251,253
349,82,46,539.16,0,0,"Android","Chicago",27,2,525,524
350,20,36,731.96,0,0,"Android","Minneapolis",30,5,342,343
351,11,54,799.45,0,0,"iPhone","Milwaukee",35,6,124,123
352,37,18,410.07,0,0,"Android","Minneapolis",23,2,453,455
353,38,43,1080.3,0,0,"Android","Indianapolis",22,9,431,432
354,11,31,266.75,0,0,"iPhone","Chicago",36,5,145,145
355,46,37,691.85,0,0,"iPhone","Indianapolis",37,1,533,543
356,13,39,503.64,0,0,"Android","Milwaukee",37,3,235,234
357,33,65,1913.4,0,0,"Android","Indianapolis",36,1,411,411
358,8,24,321.05,0,0,"Android","Milwaukee",51,6,154,155
359,153,27,379.01,0,0,"iPhone","Indianapolis",35,3,553,555
360,3,69,749.33,0,0,"Android","Minneapolis",38,3,115,113
361,16,31,848.1,0,0,"iPhone","Milwaukee",41,5,241,242
362,14,48,1218.39,0,0,"iPhone","Chicago",38,3,222,221
363,16,42,1115.27,0,0,"iPhone","Chicago",45,6,231,232
364,11,53,639.83,0,0,"Android","Chicago",36,3,125,124
365,13,51,631.19,0,0,"Android","Chicago",53,3,224,224
366,27,41,664.65,0,0,"iPhone","Milwaukee",25,3,433,433
367,19,48,1260.23,0,0,"Android","Chicago",42,3,322,321
368,17,21,298.91,0,0,"iPhone","Chicago",41,4,254,255
369,28,78,2180.25,1,13.47,"iPhone","Chicago",20,6,411,411
370,27,36,619.95,0,0,"Android","Chicago",30,3,443,444
371,4,67,1376.96,0,0,"iPhone","Minneapolis",33,2,113,111
372,47,24,360.15,0,0,"Android","Minneapolis",34,7,554,555
373,39,43,1199.62,0,0,"iPhone","Indianapolis",31,5,431,431
374,19,62,1144.31,0,0,"iPhone","Indianapolis",25,10,314,312
375,18,51,1050,0,0,"iPhone","Chicago",28,3,323,322
376,69,53,578.29,0,0,"iPhone","Indianapolis",28,5,525,524
377,23,24,509,0,0,"Android","Milwaukee",28,8,352,354
378,23,47,1128.26,0,0,"Android","Chicago",20,3,322,322
379,26,45,555.72,0,0,"iPhone","Minneapolis",32,4,425,434
380,55,24,401.69,0,0,"Android","Milwaukee",27,2,553,555
381,36,55,1498.01,0,0,"iPhone","Minneapolis",35,7,421,421
382,22,47,489.33,0,0,"iPhone","Chicago",23,2,325,324
383,12,35,579.15,0,0,"iPhone","Chicago",42,5,243,244
384,101,49,1461.63,0,0,"iPhone","Chicago",26,6,521,521
385,29,63,790.17,0,0,"iPhone","Chicago",30,2,415,413
386,11,66,1487.47,0,0,"iPhone","Milwaukee",40,6,113,111
387,27,61,869.53,0,0,"iPhone","Chicago",39,4,414,412
388,31,26,760.28,0,0,"iPhone","Minneapolis",29,5,451,453
389,34,41,452.81,0,0,"iPhone","Chicago",29,6,435,435
390,35,64,794.61,0,0,"Android","Minneapolis",20,6,415,413
391,36,37,328.55,0,0,"iPhone","Indianapolis",33,2,435,445
392,60,20,357.38,0,0,"iPhone","Milwaukee",51,2,554,555
393,12,51,1016.84,0,0,"iPhone","Chicago",19,1,223,222
394,59,43,791.7,0,0,"Android","Minneapolis",45,7,533,533
395,24,31,330.11,0,0,"Android","Indianapolis",30,5,345,345
396,8,59,874.12,0,0,"iPhone","Chicago",40,6,115,112
397,54,42,834.06,0,0,"Android","Milwaukee",32,7,533,533
398,8,40,660.7,0,0,"iPhone","Indianapolis",32,7,134,133
399,52,31,453.91,0,0,"iPhone","Minneapolis",27,2,544,544
400,62,58,578.04,0,0,"iPhone","Chicago",37,2,515,514
401,20,39,718.37,0,0,"iPhone","Minneapolis",27,5,333,333
402,69,38,435.57,0,0,"Android","Milwaukee",26,6,535,535
403,21,28,494.15,0,0,"iPhone","Chicago",42,4,352,354
404,43,58,1630.5,0,0,"iPhone","Indianapolis",20,1,512,511
405,11,44,1179.16,0,0,"Android","Indianapolis",38,3,131,131
406,41,22,209.49,0,0,"iPhone","Chicago",23,5,555,555
407,45,49,891.06,0,0,"iPhone","Indianapolis",34,2,523,522
408,5,31,272.56,0,0,"iPhone","Chicago",62,8,145,145
409,32,37,998.39,1,40.95,"iPhone","Chicago",28,4,432,442
410,16,41,511.93,0,0,"Android","Milwaukee",27,4,234,234
411,3,19,391.13,0,0,"Android","Chicago",49,6,154,155
